Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,Success_Category,Critic_Category,User_Category,NA_Ratio,EU_Ratio,JP_Ratio,Cluster
World of Warcraft: Legion,PC,2016,Role-Playing,Activision,0.13,0.16,0.0,0.03,0.32,88.0,7.5,Low,Excellent,Good,0.40625,0.5,0.0,3
Hatsune Miku: Project Diva F 2nd,PSV,2014,Misc,Sega,0.08,0.05,0.16,0.04,0.32,81.0,8.4,Low,Good,Good,0.25,0.15625,0.5,0
Persona 4: Dancing All Night,PSV,2015,Misc,Nippon Ichi Software,0.09,0.04,0.15,0.04,0.32,76.0,8.6,Low,Good,Excellent,0.28125,0.125,0.46875,0
Murdered: Soul Suspect,PS4,2014,Action,Square Enix,0.09,0.16,0.02,0.05,0.32,59.0,6.9,Low,Poor,Average,0.28125,0.5,0.0625,1
Batman: Arkham Origins,PC,2013,Action,Warner Bros. Interactive Entertainment,0.13,0.16,0.0,0.02,0.31,74.0,7.5,Low,Average,Good,0.41935483870967744,0.5161290322580645,0.0,3
Drakengard 3,PS3,2013,Role-Playing,Square Enix,0.1,0.0,0.19,0.02,0.31,61.0,7.7,Low,Average,Good,0.32258064516129037,0.0,0.6129032258064516,0
Batman: Arkham Origins,WiiU,2013,Action,Warner Bros. Interactive Entertainment,0.19,0.09,0.0,0.03,0.31,68.0,7.4,Low,Average,Good,0.6129032258064516,0.29032258064516125,0.0,3
Sonic Boom: Rise of Lyric,WiiU,2014,Action,Sega,0.19,0.09,0.0,0.03,0.31,32.0,3.6,Low,Poor,Poor,0.6129032258064516,0.29032258064516125,0.0,2
Tropico 5,PS4,2015,Simulation,Kalypso Media,0.06,0.16,0.06,0.04,0.31,76.0,7.1,Low,Good,Good,0.1935483870967742,0.5161290322580645,0.1935483870967742,1
LEGO Legends of Chima: Laval's Journey,3DS,2013,Adventure,Warner Bros. Interactive Entertainment,0.18,0.1,0.0,0.03,0.31,65.0,3.6,Low,Average,Poor,0.5806451612903225,0.32258064516129037,0.0,2
Skylanders: SuperChargers,PS4,2015,Action,Activision,0.17,0.08,0.0,0.05,0.31,81.0,3.3,Low,Good,Poor,0.5483870967741936,0.25806451612903225,0.0,2
Dragon Ball Z: Battle of Z,PS3,2014,Fighting,Namco Bandai Games,0.1,0.1,0.06,0.04,0.31,54.0,5.3,Low,Poor,Average,0.32258064516129037,0.32258064516129037,0.1935483870967742,2
BlazBlue: Chrono Phantasma,PS3,2013,Fighting,Arc System Works,0.14,0.0,0.14,0.03,0.3,83.0,8.3,Low,Good,Good,0.46666666666666673,0.0,0.46666666666666673,0
Mario Party: Star Rush,3DS,2016,Misc,Nintendo,0.08,0.13,0.08,0.02,0.3,68.0,6.8,Low,Average,Average,0.26666666666666666,0.43333333333333335,0.26666666666666666,3
Naruto Shippuden: Ultimate Ninja Storm 4,XOne,2016,Fighting,Namco Bandai Games,0.21,0.07,0.0,0.03,0.3,81.0,8.5,Low,Good,Good,0.7,0.23333333333333336,0.0,3
Batman: Arkham VR,PS4,2016,Action,Warner Bros. Interactive Entertainment,0.25,0.0,0.0,0.06,0.3,75.0,7.3,Low,Average,Good,0.8333333333333334,0.0,0.0,3
F1 2013,X360,2013,Racing,Codemasters,0.01,0.27,0.0,0.02,0.3,79.0,6.6,Low,Good,Average,0.03333333333333333,0.9000000000000001,0.0,1
Sword Art Online: Hollow Fragment,PSV,2014,Role-Playing,Namco Bandai Games,0.0,0.0,0.3,0.0,0.3,67.0,7.6,Low,Average,Good,0.0,0.0,1.0,0
Lego Star Wars: The Force Awakens,XOne,2016,Action,Warner Bros. Interactive Entertainment,0.14,0.13,0.0,0.02,0.3,76.0,7.0,Low,Good,Average,0.46666666666666673,0.43333333333333335,0.0,3
Deadpool,PS4,2015,Action,Activision,0.14,0.11,0.0,0.05,0.29,60.0,5.7,Low,Poor,Average,0.48275862068965525,0.37931034482758624,0.0,2
UEFA Euro 2016,PS4,2016,Sports,Konami Digital Entertainment,0.0,0.22,0.04,0.04,0.29,72.0,6.6,Low,Average,Average,0.0,0.7586206896551725,0.13793103448275865,1
Borderlands: The Pre-Sequel,PC,2014,Shooter,Take-Two Interactive,0.11,0.15,0.0,0.02,0.29,75.0,6.2,Low,Average,Average,0.37931034482758624,0.5172413793103449,0.0,3
Sonic Boom: Shattered Crystal,3DS,2014,Action,Sega,0.17,0.09,0.0,0.03,0.29,47.0,6.3,Low,Poor,Average,0.5862068965517242,0.3103448275862069,0.0,2
Angry Birds Star Wars,PS3,2013,Strategy,Activision,0.1,0.14,0.0,0.05,0.29,49.0,3.6,Low,Poor,Poor,0.3448275862068966,0.48275862068965525,0.0,2
Metal Gear Solid V: Ground Zeroes,XOne,2014,Action,Konami Digital Entertainment,0.15,0.11,0.0,0.02,0.29,76.0,5.4,Low,Good,Average,0.5172413793103449,0.37931034482758624,0.0,3
Disgaea 5: Alliance of Vengeance,PS4,2015,Role-Playing,Nippon Ichi Software,0.11,0.08,0.06,0.04,0.29,80.0,8.1,Low,Good,Good,0.37931034482758624,0.2758620689655173,0.20689655172413793,3
Assassin's Creed IV: Black Flag,WiiU,2013,Action,Ubisoft,0.17,0.09,0.0,0.03,0.29,86.0,7.7,Low,Excellent,Good,0.5862068965517242,0.3103448275862069,0.0,3
FIFA 15,PC,2014,Sports,Electronic Arts,0.0,0.27,0.0,0.02,0.28,82.0,4.2,Low,Good,Poor,0.0,0.9642857142857143,0.0,1
Hatsune Miku: Project Diva f,PS3,2013,Misc,Sega,0.08,0.0,0.19,0.02,0.28,73.0,8.4,Low,Average,Good,0.2857142857142857,0.0,0.6785714285714285,0
NES Remix,WiiU,2014,Action,Nintendo,0.17,0.0,0.08,0.02,0.28,71.0,7.1,Low,Average,Good,0.6071428571428571,0.0,0.2857142857142857,3
Angry Birds Star Wars,X360,2013,Strategy,Activision,0.16,0.1,0.0,0.02,0.28,59.0,5.6,Low,Poor,Average,0.5714285714285714,0.35714285714285715,0.0,2
One Piece: Unlimited World Red,PS3,2014,Action,Namco Bandai Games,0.09,0.1,0.06,0.04,0.28,71.0,7.3,Low,Average,Good,0.3214285714285714,0.35714285714285715,0.21428571428571425,3
Army of Two: The Devil's Cartel,PS3,2013,Shooter,Electronic Arts,0.11,0.11,0.01,0.05,0.28,58.0,6.7,Low,Poor,Average,0.39285714285714285,0.39285714285714285,0.03571428571428571,2
GRID 2,X360,2013,Racing,Codemasters,0.08,0.16,0.0,0.03,0.27,78.0,5.8,Low,Good,Average,0.2962962962962963,0.5925925925925926,0.0,1
The Evil Within,PC,2014,Action,Bethesda Softworks,0.1,0.16,0.0,0.02,0.27,68.0,5.9,Low,Average,Average,0.37037037037037035,0.5925925925925926,0.0,1
Rory McIlroy PGA Tour,XOne,2015,Action,Electronic Arts,0.16,0.09,0.0,0.02,0.27,60.0,4.3,Low,Poor,Poor,0.5925925925925926,0.3333333333333333,0.0,2
LEGO The Hobbit,XOne,2014,Action,Warner Bros. Interactive Entertainment,0.13,0.12,0.0,0.02,0.27,69.0,6.8,Low,Average,Average,0.48148148148148145,0.4444444444444444,0.0,3
Lightning Returns: Final Fantasy XIII,X360,2013,Role-Playing,Square Enix,0.15,0.08,0.01,0.02,0.27,69.0,6.6,Low,Average,Average,0.5555555555555555,0.2962962962962963,0.037037037037037035,3
Batman: Arkham Origins Blackgate,3DS,2013,Action,Warner Bros. Interactive Entertainment,0.16,0.09,0.0,0.02,0.27,68.0,6.8,Low,Average,Average,0.5925925925925926,0.3333333333333333,0.0,3
Ultimate NES Remix,3DS,2014,Action,Unknown,0.15,0.09,0.0,0.02,0.27,69.0,7.6,Low,Average,Good,0.5555555555555555,0.3333333333333333,0.0,3
Batman: Return to Arkham,PS4,2016,Action,Warner Bros. Interactive Entertainment,0.07,0.16,0.0,0.04,0.26,73.0,8.5,Low,Average,Good,0.2692307692307693,0.6153846153846154,0.0,1
Tearaway Unfolded,PS4,2015,Platform,Sony Computer Entertainment,0.09,0.13,0.0,0.04,0.26,81.0,8.1,Low,Good,Good,0.34615384615384615,0.5,0.0,3
Etrian Odyssey Untold: The Millennium Girl,3DS,2013,Role-Playing,Atlus,0.1,0.01,0.14,0.01,0.26,80.0,8.2,Low,Good,Good,0.38461538461538464,0.038461538461538464,0.5384615384615385,0
WWE 2K17,XOne,2016,Sports,Take-Two Interactive,0.12,0.12,0.0,0.02,0.26,68.0,5.5,Low,Average,Average,0.4615384615384615,0.4615384615384615,0.0,2
Project CARS,XOne,2015,Racing,Slightly Mad Studios,0.11,0.13,0.0,0.02,0.26,81.0,5.8,Low,Good,Average,0.4230769230769231,0.5,0.0,3
Battleborn,PS4,2016,Shooter,Take-Two Interactive,0.12,0.08,0.02,0.04,0.26,68.0,6.8,Low,Average,Average,0.4615384615384615,0.3076923076923077,0.07692307692307693,3
Resident Evil: Revelations,X360,2013,Action,Capcom,0.12,0.1,0.02,0.02,0.26,75.0,7.4,Low,Average,Good,0.4615384615384615,0.38461538461538464,0.07692307692307693,3
Army of Two: The Devil's Cartel,X360,2013,Shooter,Electronic Arts,0.16,0.07,0.0,0.02,0.26,54.0,6.2,Low,Poor,Average,0.6153846153846154,0.2692307692307693,0.0,2
Puppeteer,PS3,2013,Platform,Sony Computer Entertainment Europe,0.11,0.08,0.02,0.04,0.26,80.0,8.5,Low,Good,Good,0.4230769230769231,0.3076923076923077,0.07692307692307693,3
The Legend of Legacy,3DS,2015,Role-Playing,FuRyu,0.12,0.01,0.1,0.02,0.25,67.0,7.1,Low,Average,Good,0.48,0.04,0.4,0
PlayStation VR Worlds,PS4,2016,Misc,Sony Computer Entertainment,0.06,0.14,0.02,0.04,0.25,59.0,7.1,Low,Poor,Good,0.24,0.56,0.08,1
Anno 2205,PC,2015,Strategy,Ubisoft,0.02,0.22,0.0,0.02,0.25,72.0,5.9,Low,Average,Average,0.08,0.88,0.0,1
Hatsune Miku: Project Diva F 2nd,PS3,2014,Misc,Sega,0.09,0.03,0.1,0.03,0.25,78.0,8.6,Low,Good,Excellent,0.36,0.12,0.4,0
Need for Speed Rivals,PC,2013,Racing,Electronic Arts,0.04,0.19,0.0,0.02,0.25,76.0,3.3,Low,Good,Poor,0.16,0.76,0.0,1
The Bureau: XCOM Declassified,PS3,2013,Shooter,Take-Two Interactive,0.08,0.13,0.0,0.04,0.25,69.0,6.7,Low,Average,Average,0.32,0.52,0.0,1
Sid Meier's Civilization VI,PC,2016,Strategy,Take-Two Interactive,0.09,0.13,0.0,0.02,0.25,88.0,7.3,Low,Excellent,Good,0.36,0.52,0.0,3
Sword Art Online: Lost Song,PS4,2015,Role-Playing,Namco Bandai Games,0.1,0.11,0.0,0.04,0.25,63.0,6.3,Low,Average,Average,0.4,0.44,0.0,2
F1 2015,XOne,2015,Racing,Codemasters,0.08,0.15,0.0,0.02,0.25,64.0,5.3,Low,Average,Average,0.32,0.6,0.0,2
Sly Cooper: Thieves in Time,PSV,2013,Platform,Sony Computer Entertainment Europe,0.13,0.06,0.0,0.06,0.25,75.0,8.2,Low,Average,Good,0.52,0.24,0.0,3
Stella Glow,3DS,2015,Role-Playing,Atlus,0.16,0.01,0.05,0.02,0.24,79.0,8.7,Low,Good,Excellent,0.6666666666666667,0.04166666666666667,0.20833333333333334,3
Trials Fusion,XOne,2014,Racing,Ubisoft,0.12,0.1,0.0,0.02,0.24,80.0,7.1,Low,Good,Good,0.5,0.4166666666666667,0.0,3
Onechanbara Z2: Chaos,PS4,2014,Action,Nippon Ichi Software,0.14,0.03,0.04,0.04,0.24,57.0,6.5,Low,Poor,Average,0.5833333333333334,0.125,0.16666666666666669,2
Skylanders SWAP Force,3DS,2013,Platform,Activision,0.1,0.12,0.0,0.02,0.24,68.0,6.4,Low,Average,Average,0.4166666666666667,0.5,0.0,3
Skylanders: SuperChargers,XOne,2015,Action,Activision,0.17,0.05,0.0,0.02,0.24,76.0,5.5,Low,Good,Average,0.7083333333333334,0.20833333333333334,0.0,3
Samurai Warriors 4,PS4,2014,Action,Tecmo Koei,0.08,0.07,0.06,0.03,0.24,76.0,8.1,Low,Good,Good,0.33333333333333337,0.2916666666666667,0.25,3
Total War: Attila,PC,2015,Strategy,Sega,0.09,0.13,0.0,0.02,0.24,80.0,7.3,Low,Good,Good,0.375,0.5416666666666667,0.0,3
NHL 17,XOne,2016,Sports,Electronic Arts,0.2,0.01,0.0,0.03,0.24,77.0,4.0,Low,Good,Poor,0.8333333333333334,0.04166666666666667,0.0,2
Etrian Mystery Dungeon,3DS,2015,Role-Playing,Nippon Ichi Software,0.09,0.01,0.13,0.01,0.24,77.0,7.9,Low,Good,Good,0.375,0.04166666666666667,0.5416666666666667,0
Zumba Fitness: World Party,XOne,2013,Misc,Majesco Entertainment,0.17,0.05,0.0,0.02,0.24,73.0,6.2,Low,Average,Average,0.7083333333333334,0.20833333333333334,0.0,3
Rocket League,XOne,2016,Sports,505 Games,0.05,0.17,0.0,0.02,0.24,87.0,8.3,Low,Excellent,Good,0.20833333333333334,0.7083333333333334,0.0,1
NBA Live 14,PS4,2013,Sports,Electronic Arts,0.15,0.05,0.0,0.04,0.24,43.0,2.7,Low,Poor,Poor,0.625,0.20833333333333334,0.0,2
LEGO Marvel's Avengers,WiiU,2016,Action,Warner Bros. Interactive Entertainment,0.12,0.1,0.0,0.02,0.24,69.0,6.8,Low,Average,Average,0.5,0.4166666666666667,0.0,3
Pro Evolution Soccer 2014,X360,2013,Action,Konami Digital Entertainment,0.07,0.15,0.0,0.02,0.24,80.0,4.3,Low,Good,Poor,0.2916666666666667,0.625,0.0,1
NBA Live 15,PS4,2014,Sports,Electronic Arts,0.16,0.04,0.0,0.04,0.23,59.0,5.6,Low,Poor,Average,0.6956521739130435,0.17391304347826086,0.0,2
Dynasty Warriors: Gundam Reborn,PS3,2013,Action,Tecmo Koei,0.0,0.0,0.23,0.0,0.23,64.0,7.5,Low,Average,Good,0.0,0.0,1.0,0
The Legend of Heroes: Trails of Cold Steel,PSV,2013,Role-Playing,Nippon Ichi Software,0.05,0.02,0.14,0.02,0.23,77.0,7.5,Low,Good,Good,0.21739130434782608,0.08695652173913043,0.6086956521739131,0
XCOM 2,PC,2016,Strategy,Take-Two Interactive,0.09,0.12,0.0,0.02,0.23,88.0,7.1,Low,Excellent,Good,0.3913043478260869,0.5217391304347826,0.0,3
Tom Clancy's Rainbow Six: Siege,PC,2015,Shooter,Ubisoft,0.13,0.08,0.0,0.02,0.23,79.0,6.9,Low,Good,Average,0.5652173913043478,0.34782608695652173,0.0,3
Transformers: Devastation,PS4,2015,Action,Activision,0.1,0.09,0.0,0.04,0.23,77.0,7.5,Low,Good,Good,0.43478260869565216,0.3913043478260869,0.0,3
Toukiden Kiwami,PSV,2014,Action,Tecmo Koei,0.02,0.02,0.17,0.01,0.23,82.0,8.6,Low,Good,Excellent,0.08695652173913043,0.08695652173913043,0.7391304347826088,0
Killer is Dead,PS3,2013,Action,Deep Silver,0.12,0.03,0.05,0.03,0.23,64.0,7.9,Low,Average,Good,0.5217391304347826,0.13043478260869565,0.21739130434782608,3
F1 2014,X360,2014,Racing,Codemasters,0.08,0.13,0.0,0.02,0.23,64.0,4.1,Low,Average,Poor,0.34782608695652173,0.5652173913043478,0.0,2
Soul Sacrifice Delta,PSV,2014,Action,Sony Computer Entertainment,0.0,0.08,0.12,0.02,0.22,82.0,8.4,Low,Good,Good,0.0,0.36363636363636365,0.5454545454545454,0
Ride,PS4,2015,Racing,Milestone S.r.l.,0.04,0.13,0.03,0.03,0.22,66.0,7.0,Low,Average,Average,0.18181818181818182,0.5909090909090909,0.13636363636363635,1
The Sims 4: Get Together,PC,2015,Simulation,Electronic Arts,0.05,0.15,0.0,0.02,0.22,72.0,7.3,Low,Average,Good,0.2272727272727273,0.6818181818181818,0.0,1
Dishonored 2,XOne,2016,Action,Bethesda Softworks,0.12,0.08,0.0,0.02,0.22,88.0,6.8,Low,Excellent,Average,0.5454545454545454,0.36363636363636365,0.0,3
Lords of the Fallen,XOne,2014,Role-Playing,Square Enix,0.1,0.1,0.0,0.02,0.22,71.0,6.7,Low,Average,Average,0.4545454545454546,0.4545454545454546,0.0,3
Senran Kagura 2: Deep Crimson ,3DS,2014,Action,Marvelous Entertainment,0.1,0.02,0.08,0.01,0.22,58.0,6.8,Low,Poor,Average,0.4545454545454546,0.09090909090909091,0.36363636363636365,0
Naruto Shippuden: Ultimate Ninja Storm Revolution,X360,2014,Fighting,Namco Bandai Games,0.14,0.06,0.0,0.02,0.22,62.0,7.3,Low,Average,Good,0.6363636363636365,0.2727272727272727,0.0,3
Angry Birds Star Wars,PS4,2013,Strategy,Activision,0.1,0.08,0.0,0.04,0.21,47.0,2.0,Low,Poor,Poor,0.4761904761904762,0.380952380952381,0.0,2
Code Name: S.T.E.A.M.,3DS,2015,Strategy,Nintendo,0.14,0.05,0.01,0.02,0.21,69.0,7.7,Low,Average,Good,0.6666666666666667,0.2380952380952381,0.04761904761904762,3
The Bureau: XCOM Declassified,X360,2013,Shooter,Take-Two Interactive,0.1,0.1,0.0,0.02,0.21,68.0,6.7,Low,Average,Average,0.4761904761904762,0.4761904761904762,0.0,3
Dragon Ball: Fusions,3DS,2016,Role-Playing,Namco Bandai Games,0.02,0.0,0.19,0.0,0.21,68.0,7.6,Low,Average,Good,0.09523809523809525,0.0,0.9047619047619048,0
Disgaea D2: A Brighter Darkness,PS3,2013,Role-Playing,Nippon Ichi Software,0.09,0.0,0.1,0.02,0.21,74.0,8.1,Low,Average,Good,0.42857142857142855,0.0,0.4761904761904762,0
Assassin's Creed Syndicate,PC,2015,Action,Ubisoft,0.11,0.09,0.0,0.02,0.21,74.0,5.9,Low,Average,Average,0.5238095238095238,0.42857142857142855,0.0,3
World of Final Fantasy,PSV,2016,Role-Playing,Square Enix,0.04,0.06,0.08,0.03,0.21,77.0,8.6,Low,Good,Excellent,0.1904761904761905,0.2857142857142857,0.380952380952381,0
Danganronpa Another Episode: Ultra Despair Girls,PSV,2014,Action,Nippon Ichi Software,0.06,0.01,0.12,0.02,0.21,72.0,8.4,Low,Average,Good,0.2857142857142857,0.04761904761904762,0.5714285714285714,0
The Wolf Among Us,PS4,2014,Adventure,Telltale Games,0.1,0.07,0.0,0.04,0.21,83.0,8.4,Low,Good,Good,0.4761904761904762,0.33333333333333337,0.0,3
NBA Live 15,XOne,2014,Sports,Electronic Arts,0.17,0.02,0.0,0.02,0.21,53.0,6.8,Low,Poor,Average,0.8095238095238096,0.09523809523809525,0.0,2
Hitman: HD Trilogy,PS3,2013,Action,Square Enix,0.07,0.09,0.0,0.04,0.21,71.0,7.6,Low,Average,Good,0.33333333333333337,0.42857142857142855,0.0,3
J Stars Victory Vs.,PSV,2014,Fighting,Namco Bandai Games,0.0,0.03,0.17,0.01,0.21,74.0,7.9,Low,Average,Good,0.0,0.14285714285714285,0.8095238095238096,0
Mega Man Legacy Collection,3DS,2016,Platform,Capcom,0.14,0.0,0.05,0.02,0.21,77.0,7.1,Low,Good,Good,0.6666666666666667,0.0,0.2380952380952381,3
Defiance,PC,2013,Shooter,Trion Worlds,0.14,0.04,0.0,0.02,0.21,64.0,6.5,Low,Average,Average,0.6666666666666667,0.1904761904761905,0.0,3
Tony Hawk's Pro Skater 5,PS4,2015,Sports,Activision,0.09,0.08,0.0,0.03,0.21,32.0,1.5,Low,Poor,Poor,0.42857142857142855,0.380952380952381,0.0,2
Lost Planet 3,PS3,2013,Shooter,Capcom,0.07,0.05,0.06,0.02,0.21,61.0,5.5,Low,Average,Average,0.33333333333333337,0.2380952380952381,0.2857142857142857,2
Assassin's Creed The Ezio Collection,PS4,2016,Action,Ubisoft,0.04,0.13,0.0,0.03,0.2,72.0,7.4,Low,Average,Good,0.19999999999999998,0.65,0.0,1
God of War Collection,PSV,2014,Action,Sony Computer Entertainment,0.08,0.06,0.01,0.05,0.2,73.0,7.4,Low,Average,Good,0.39999999999999997,0.3,0.049999999999999996,3
Sniper: Ghost Warrior 2,X360,2013,Shooter,City Interactive,0.06,0.12,0.0,0.02,0.2,52.0,5.7,Low,Poor,Average,0.3,0.6,0.0,2
Disney's Planes,WiiU,2013,Simulation,Disney Interactive Studios,0.14,0.04,0.0,0.02,0.2,51.0,5.3,Low,Poor,Average,0.7000000000000001,0.19999999999999998,0.0,2
Zombie Army Trilogy,PS4,2015,Shooter,Rebellion Developments,0.05,0.12,0.0,0.03,0.2,62.0,6.8,Low,Average,Average,0.25,0.6,0.0,1
The Witch and the Hundred Knight,PS3,2013,Role-Playing,Nippon Ichi Software,0.07,0.02,0.1,0.02,0.2,53.0,7.5,Low,Poor,Good,0.35000000000000003,0.09999999999999999,0.5,0
FIFA 16,PC,2015,Sports,Electronic Arts,0.06,0.13,0.0,0.01,0.2,81.0,4.4,Low,Good,Poor,0.3,0.65,0.0,1
NBA Live 14,XOne,2013,Sports,Electronic Arts,0.16,0.02,0.0,0.02,0.2,36.0,3.1,Low,Poor,Poor,0.7999999999999999,0.09999999999999999,0.0,2
Dragon Ball: Xenoverse 2,XOne,2016,Action,Namco Bandai Games,0.11,0.07,0.0,0.02,0.2,73.0,7.3,Low,Average,Good,0.5499999999999999,0.35000000000000003,0.0,3
Odin Sphere: Leifthrasir,PS4,2016,Role-Playing,Nippon Ichi Software,0.07,0.04,0.07,0.02,0.2,87.0,8.2,Low,Excellent,Good,0.35000000000000003,0.19999999999999998,0.35000000000000003,3
The Legend of Heroes: Trails of Cold Steel,PS3,2013,Role-Playing,Nippon Ichi Software,0.05,0.02,0.12,0.01,0.2,86.0,7.7,Low,Excellent,Good,0.25,0.09999999999999999,0.6,0
Dying Light,PC,2015,Action,Warner Bros. Interactive Entertainment,0.12,0.06,0.0,0.02,0.2,75.0,7.9,Low,Average,Good,0.6,0.3,0.0,3
Castlevania: Lords of Shadow 2,PS3,2014,Action,Konami Digital Entertainment,0.03,0.12,0.02,0.03,0.2,63.0,7.8,Low,Average,Good,0.15,0.6,0.09999999999999999,1
Bound By Flame,PS4,2014,Role-Playing,Focus Home Interactive,0.08,0.09,0.0,0.03,0.19,53.0,5.9,Low,Poor,Average,0.42105263157894735,0.47368421052631576,0.0,2
LEGO Marvel's Avengers,3DS,2016,Action,Warner Bros. Interactive Entertainment,0.07,0.09,0.01,0.01,0.19,60.0,7.1,Low,Poor,Good,0.368421052631579,0.47368421052631576,0.05263157894736842,3
Mafia III,PC,2016,Action,Take-Two Interactive,0.08,0.1,0.0,0.02,0.19,63.0,3.2,Low,Average,Poor,0.42105263157894735,0.5263157894736842,0.0,2
Fighter Within,XOne,2013,Fighting,Ubisoft,0.11,0.07,0.0,0.02,0.19,23.0,3.0,Low,Poor,Poor,0.5789473684210527,0.368421052631579,0.0,2
Guitar Hero Live,WiiU,2015,Misc,Activision,0.12,0.05,0.0,0.02,0.19,84.0,6.1,Low,Good,Average,0.631578947368421,0.2631578947368421,0.0,3
Dynasty Warriors 8: Empires,PS4,2014,Action,Tecmo Koei,0.06,0.07,0.03,0.03,0.19,63.0,7.5,Low,Average,Good,0.3157894736842105,0.368421052631579,0.15789473684210525,3
South Park: The Stick of Truth,PC,2014,Role-Playing,Ubisoft,0.07,0.1,0.0,0.01,0.19,85.0,8.6,Low,Good,Excellent,0.368421052631579,0.5263157894736842,0.0,3
Injustice: Gods Among Us,WiiU,2013,Fighting,Warner Bros. Interactive Entertainment,0.09,0.08,0.0,0.02,0.19,82.0,7.9,Low,Good,Good,0.47368421052631576,0.42105263157894735,0.0,3
Metro: Last Light,PC,2013,Action,Deep Silver,0.06,0.11,0.0,0.02,0.19,82.0,8.6,Low,Good,Excellent,0.3157894736842105,0.5789473684210527,0.0,3
Evolve,PC,2015,Shooter,Take-Two Interactive,0.08,0.1,0.0,0.02,0.19,77.0,4.3,Low,Good,Poor,0.42105263157894735,0.5263157894736842,0.0,2
Resident Evil: Revelations,WiiU,2013,Action,Capcom,0.07,0.07,0.03,0.01,0.19,80.0,7.5,Low,Good,Good,0.368421052631579,0.368421052631579,0.15789473684210525,3
The Legend of Heroes: Trails of Cold Steel II,PSV,2014,Role-Playing,Nippon Ichi Software,0.02,0.02,0.13,0.01,0.19,80.0,7.3,Low,Good,Good,0.10526315789473684,0.10526315789473684,0.6842105263157895,0
Singstar: Ultimate Party,PS4,2014,Misc,Sony Computer Entertainment Europe,0.0,0.16,0.0,0.03,0.19,47.0,4.1,Low,Poor,Poor,0.0,0.8421052631578947,0.0,2
Tom Clancy's Splinter Cell: Blacklist,PC,2013,Action,Ubisoft,0.04,0.13,0.0,0.01,0.19,82.0,7.4,Low,Good,Good,0.21052631578947367,0.6842105263157895,0.0,1
Saints Row IV,PC,2013,Action,Deep Silver,0.11,0.06,0.0,0.02,0.19,86.0,7.4,Low,Excellent,Good,0.5789473684210527,0.3157894736842105,0.0,3
Dance Central: Spotlight,XOne,2014,Misc,Microsoft Game Studios,0.15,0.03,0.0,0.0,0.19,74.0,7.0,Low,Average,Average,0.7894736842105263,0.15789473684210525,0.0,3
Sword Art Online: Hollow Realization,PS4,2016,Role-Playing,Namco Bandai Games,0.06,0.02,0.1,0.02,0.19,69.0,7.7,Low,Average,Good,0.3157894736842105,0.10526315789473684,0.5263157894736842,0
Fairy Fencer F,PS3,2013,Role-Playing,Nippon Ichi Software,0.05,0.03,0.09,0.02,0.19,65.0,7.4,Low,Average,Good,0.2631578947368421,0.15789473684210525,0.47368421052631576,0
Shape Up,XOne,2014,Misc,Ubisoft,0.08,0.09,0.0,0.01,0.18,58.0,8.3,Low,Poor,Good,0.4444444444444445,0.5,0.0,3
Atelier Shallie: Alchemists of the Dusk Sea,PS3,2014,Role-Playing,Tecmo Koei,0.06,0.02,0.08,0.02,0.18,76.0,7.7,Low,Good,Good,0.3333333333333333,0.11111111111111112,0.4444444444444445,0
Saint Seiya: Soldiers' Soul,PS4,2015,Fighting,Namco Bandai Games,0.0,0.12,0.04,0.02,0.18,59.0,7.8,Low,Poor,Good,0.0,0.6666666666666666,0.22222222222222224,1
Corpse Party: Blood Drive,PSV,2014,Adventure,Marvelous Interactive,0.08,0.01,0.06,0.03,0.18,60.0,7.4,Low,Poor,Good,0.4444444444444445,0.05555555555555556,0.3333333333333333,0
MotoGP 14 ,PS4,2014,Racing,Milestone S.r.l.,0.04,0.11,0.0,0.03,0.18,73.0,6.4,Low,Average,Average,0.22222222222222224,0.6111111111111112,0.0,1
Valhalla Knights 3,PSV,2013,Role-Playing,Xseed Games,0.04,0.01,0.12,0.01,0.18,48.0,6.8,Low,Poor,Average,0.22222222222222224,0.05555555555555556,0.6666666666666666,0
Senran Kagura: Estival Versus,PSV,2015,Action,Marvelous Interactive,0.04,0.02,0.09,0.02,0.18,71.0,7.4,Low,Average,Good,0.22222222222222224,0.11111111111111112,0.5,0
GRID Autosport,PS3,2014,Racing,Codemasters,0.05,0.09,0.01,0.03,0.18,75.0,6.8,Low,Average,Average,0.2777777777777778,0.5,0.05555555555555556,1
Aliens: Colonial Marines,PC,2013,Shooter,Sega,0.1,0.06,0.0,0.02,0.18,45.0,3.5,Low,Poor,Poor,0.5555555555555556,0.3333333333333333,0.0,2
Remember Me,X360,2013,Action,Capcom,0.1,0.06,0.0,0.02,0.18,70.0,7.5,Low,Average,Good,0.5555555555555556,0.3333333333333333,0.0,3
Senran Kagura: Estival Versus,PS4,2015,Action,Marvelous Interactive,0.08,0.0,0.08,0.02,0.18,67.0,8.0,Low,Average,Good,0.4444444444444445,0.0,0.4444444444444445,0
NBA Live 16,PS4,2015,Sports,Electronic Arts,0.1,0.04,0.0,0.03,0.18,59.0,6.1,Low,Poor,Average,0.5555555555555556,0.22222222222222224,0.0,2
